title,artist,album,lyrics,original description,New Description
그대가 분다,엠씨더맥스 (M.C the MAX),UNVEILING,"옅은 바람 냄새에
두 눈을 감아본다
낡은 가슴 여전한 떨림
그대가 그대가 온다
어렴풋이 피어오르는
그 옛날의 기억이
두 눈에 소리 없이 흘러
이 가슴을 울려온다
내 맘속에 그대가 분다
그 시절 그때처럼
웃으며 나에게 불어와
소리 없이 그대가 분다
내 가슴 한가운데
보고 싶은 그대가 분다
앙상해진 너의 계절에
가슴이 시려 와도
돌아보면 어제 같은 날들
그 시절은 영원하다
내 맘속에 그대가 분다
그 시절 그때처럼
웃으며 나에게 불어와
소리 없이 그대가 분다
내 가슴 한가운데
보고 싶은 그대가 분다
정말 사랑했구나
그댈 매일 돌아보며 사는 나
내 맘속에 그대가 분다
어디선가 그대가 운다
안아주고 싶지만
자꾸만 멀어지잖아
온 맘 다해 그댈 부른다
이 세상 한가운데
눈물로 그댈 불러본다
하루 종일 그대가 분다","겨울 바람에 실려오는 사랑하는 사람에 대한 그리움을 노래하고 있다. 서정적이면서 화려한 오케스트레이션과 피아노의 선율, 그리고 파워풀 하면서도 절제미가 돋보이는 전민혁의 드럼, 여기에 물 흐르듯 이어지는 제이윤의 베이스 라인과 격정적인 이수의 보컬이 어우러져 드라마틱한 곡이 펼쳐지는 ""그대가 분다"". 포맨의 ""안되겠더라"", ""너 하나야"" 등을 작곡한 최성일과 신인작곡가 이세환이 공동으로 작곡했고, 최성일과 가수이면서 작사가로도 활동 중인 민연재가 가사에 참여하여 감성을 이끌어 내고 있다. ",사랑하는 사람을 그리워하는 마음을 겨울 바람 속에서 표현한 감성적인 곡. 서정적인 멜로디와 파워풀한 보컬이 어우러져 드라마틱한 분위기 속에서 사랑의 감정을 전달한다.
사람냄새,"정인, 개리",정인&개리 디지털 싱글 '사람냄새',"이마가 훤히 보이게
뒤로 묶은 머리카락
걸을 때마다 찰랑찰랑
매끈한 다리를 감싼 바지 끝단
아래로 가벼운 운동화
모든 게 심플하지만
아름다움이 풍겨와
또 어딜 가든 예의 바른 행동과
미소와 말툰 내 거친
생각마저 상냥하게
만들어 넌 마치
내 심장 위에 타투
숨통이 막히도록 차있어
내 가슴 가득
우리 함께 밤을 보낸 다음
이불 끝자락에 남은
너의 향기에 난 취해 잠을 자
새하얀 너의 살을 부드러운 뺨을
마음껏 품은 다음
밤새도록 괴롭히고파
돈 보다 자기 삶을 즐기며 살 줄 아는
평범치 않은 아름다운
매력의 소유자
사람냄새가 나 이 복잡한 세상
넌 마치 때 타지 않은 자연산
사람냄새가 나서 니가 너무 좋아져
어설픈 외모가 왠지 더 끌려 난
우물쭈물 하다가 너를 놓칠까 봐
난 미칠 것 만 같아
진흙탕을 달리는 마차처럼 막 살아
왠지 거칠어 보이지만 막상
뜯어보면 상처 많은 남자
공장 굴뚝의 연기처럼
흘러가는 대로 살아왔지 혼자
땀내나게 일해 쌀과
돈은 넘쳐났지만
함께 나누고픈 사랑을
못 찾았지 난
하지만 넌 좀 달라
마치 LP처럼 사람 손을
그리워할 줄 아는 여자
힘든 하루하루 나는
너를 알고 난 후
모든 것들이 다시
제자리로 돌아가
힘든 하루하루 나는
너를 알고 난 후
모든 것이 다 숨을 쉬며 살아가
사람냄새가 나서
니가 너무 좋아져
어설픈 외모가 왠지 더 끌려 난
우물쭈물 하다가 너를 놓칠까 봐
난 미칠 것 만 같아
하늘이 하늘답게 보여지듯이
바람이 바람답게 느껴지듯이
있는 그대로의 니 모습
꾸며지지 않은 니 모습
그 아름다움에 빠져들어
사람냄새가 나서
니가 너무 좋아져
어설픈 외모가 왠지 더 끌려 난
우물쭈물 하다가 너를 놓칠까 봐
난 미칠 것 만 같아
사람냄새가 나서
니가 너무 좋아져
어설픈 외모가 왠지 더 끌려 난
우물쭈물 하다가 너를 놓칠까 봐
난 미칠 것 만 같아","Layback 그루브의 매력이 느껴지는 어쿠스틱 R&B 힙합 곡으로 리드미컬한 피아노 선율과 공간감이 느껴지는 중후한 베이스 사이로 개리 특유의 시적이면서도 귀에 착착 감기는 랩핑이 노래 제목처럼 여과되지 않은 사람냄새를 풍겨내며 소울풀한 정인의 짙은 색깔 보컬과 어우러져 하모니를 만들어내었다. 각박한 세상 속 사람냄새가 그리워지는 현실 속에서 물질적 풍요보다 자신의 삶을 즐길 줄 아는 ""사람냄새"" 나는 우리들의 지극히 평범하고 달콤한 사랑의 속삭임이 진실되게 전달되는 곡이다.","사람들의 진실된 모습과 사랑에 대한 감정을 솔직하게 담은 어쿠스틱 R&B 힙합 곡. 공간감이 느껴지는 중후한 베이스와 리드미컬한 피아노 선율이 어울려, 개리의 감성적인 랩핑이 사람의 진실된 매력을 표현한다. ""사람냄새""를 주제로 한 가사는 물질적인 것보다 진정한 행복을 찾는 우리들의 이야기를 담고 있어, 현실적이고 솔직한 감정을 전달한다."
그 중에 그대를 만나,이선희,15집 'SERENDIPITY' 30주년 기념앨범,"그렇게 대단한 운명까진
바란적 없다 생각했는데
그대 하나 떠나간 내 하룬 이제
운명이 아님 채울 수 없소
별처럼 수 많은 사람들
그 중에 그대를 만나
꿈을 꾸듯 서롤 알아보고
주는 것 만으로 벅찼던
내가 또 사랑을 받고
그 모든건 기적이었음을
그렇게 어른이 되었다고
자신한 내가 어제같은데
그대라는 인연을 놓지 못하는
내 모습 어린아이가 됐소
별처럼 수 많은 사람들
그 중에 그대를 만나
꿈을 꾸듯 서롤 알아보고
주는 것 만으로 벅찼던
내가 또 사랑을 받고
그 모든건 기적이었음을
나를 꽃처럼 불러주던
그대 입술에 핀 내 이름
이제 수많은 이름들
그 중에 하나되고
오 그대의 이유였던
나의 모든 것도 그저 그렇게
별처럼 수 많은 사람들
그 중에 서로를 만나
사랑하고 다시 멀어지고
억겁의 시간이 지나도
어쩌면 또다시 만나
우리 사랑 운명이었다면
내가 너의 기적이었다면",악기배열을 최소화시킨 미니멀한 편곡기법에 절제된 멜로디가 인상적인 곡으로 트렌디한 팝 스타일의 곡이지만 이선희의 깊은 소리의 울림이 잘 전달 되는 웰메이드 팝 발라드 곡이다. ,운명에 대한 생각과 사랑의 감정을 담은 노래. 이선희의 깊은 감성이 묻어나오는 팝 발라드.
Come Back Home,2NE1,CRUSH,"One two three
넌 나를 떠났지만
어딘가에서 너의 숨소리가
들려와
또 다시 Four five six
빨간 눈물이 내려와
나를 안던 너의 향기가 그립다
나를 위한 거라 했던 너의 말
거짓말처럼 차갑게 돌아섰던
너는 왜
너는 왜 you’re gone away
Come Back Home
Can you come back home
차가운 세상 끝에 날 버리지
말고 내 곁으로
Come back home
Can you come back home
모든 아픔은 뒤로 해
여전히 널 기다려 이렇게
Now you gotta do what you gotta do
COME BACK HOME
COME BACK HOME
Come baby baby come come baby
Come Come baby baby come come
내게 돌아와
Come baby baby come come baby
Come Come baby baby come come
아무 대답 없는 니가 너무 밉지만
가끔은 너도 나를 그리워할까 yeah
너 없는 시간 속에 갇혀버린 난
앞을 볼 수가 없어 너무 두려워
아직도 못다 한 많은 날들이
기다리고 있을 것만 같아
너는 어디에
어디에 too far away
Come Back Home
Can you come back home
차가운 세상 끝에 날 버리지
말고 내 곁으로
Come back home
Can you come back home
모든 아픔은 뒤로 해
여전히 널 기다려 이렇게
Now you gotta do what you gotta do
Come back home
Come back home
Come baby baby come come baby
Come Come baby baby come come
내게 돌아와
Come baby baby come come baby
Come Come baby baby come come
Come Back Home
Can you come back home
차가운 세상 끝에 날 버리지 말고
내 곁으로
Come back home
Can you come back home
모든 아픔은 뒤로 해
여전히 널 기다려 이렇게
Now you gotta do what you gotta do","R&B, 레게, 힙합의 여러 장르를 접목해 탄생시킨 크로스 오버 장르의 댄스곡으로 요즘 대세인 복고풍 멜로디에 현대적 사운드 소스를 입힌 세련된 곡, 후반부에는 EDM계의 핫한 장르인 트랩으로 반전을 주는 신선함이 돋보인다. 사비 멜로디가 쉽고 입에 잘 붙는 가사로 한번 들으면 계속 따라 부르고 싶어지는 중독성이 강한 곡이다.","가사에는 이별 후의 그리움과 소망이 담겨 있습니다. 곡은 R&B, 레게, 힙합 장르를 혼합한 댄스 곡으로, 복고풍 멜로디에 현대적인 사운드를 더해 세련된 분위기를 자아냅니다. 중독성 있는 멜로디와 가사로, 이별의 아픔을 담아내며 돌아올 것을 기다리는 감정을 표현합니다. ""Come back home""을 외치며 그리움을 전하는 곡입니다."
짧은 치마 (Miniskirt),AOA,짧은 치마,"Hey Hey Hey AOA
Hey Hey Hey
Brave Sound Drop it
날 바라보는 시선이
너는 예전 같지가 않은 걸
난 아직도 쓸만한데
너는 왜 날 헌 신 짝 보듯이 해 Hey
너무 이뻐 보여 내가 뭐를 입던지
너무 섹시해 보여 굳이 노출 안 해도
아찔한 나의 하이힐 새까만 스타킹
도저히 눈을 뗄 수 없을 걸
말리지마
짧은 치마를 입고
내가 길을 걸으면 모두 나를 쳐다봐
짧은 치마를 입고
근데 왜 하필 너만 날 몰라주는데
당당한 여잔데
왜 나를 힘들게 해
넌 나만 무시해
어디로 튈지 몰라 나
시간 내 nail 받고 머릴 바꿔봐도
새 구두 신고 괜히
짧은 치말 입어 봐도
넌 몰라봐 왜 무덤덤해 왜
딴 늑대들이 날 물어가기 전에
그만 정신 차려 boy
너무 이뻐 보여 내가 뭐를 입던지
너무 섹시해 보여 굳이 노출 안 해도
아찔한 나의 하이힐 새까만 스타킹
도저히 눈을 뗄 수 없을 걸
말리지마
짧은 치마를 입고
내가 길을 걸으면 모두 나를 쳐다봐
짧은 치마를 입고
근데 왜 하필 너만 날 몰라주는데
당당한 여잔데
왜 나를 힘들게 해
넌 나만 무시해
어디로 튈지 몰라 나
난 점점 지쳐가 날 바라보는
그 눈빛마저도
왜 그리 차가운지 모르겠어
이제 변할 거야 oh oh
당당한 여잔데
왜 나를 힘들게 해
넌 나만 무시해
어디로 튈지 몰라 나",PM 120에 힙합을 베이스로 둔 곡으로 흥겨우면서도 끈적한 리듬감이 돋보이는 곡이다. 곡 전체를 관통하는 매력적인 오르간 사운드를 느낄 수 있으며 예전과는 달리 식어버린 남자친구에게 경고하는당당한 여자의 마음을 직설적이면서 재치 있는 가사로 표현하고 있다.,"AOA의 ""단발머리""는 당당한 여자의 마음을 표현한 힙합 베이스 곡이다. 남자친구에게 경고하는 가사와 끈적한 리듬이 돋보이며, 당당함을 잘 표현한 곡이다."
너의 모든 순간,성시경,별에서 온 그대 OST Part.7,"이윽고 내가 한눈에
너를 알아봤을 때
모든 건 분명 달라지고 있었어
내 세상은 널 알기 전과 후로 나뉘어
니가 숨 쉬면 따스한 바람이 불어와
니가 웃으면 눈부신 햇살이 비춰
거기 있어줘서 그게 너라서
가끔 내 어깨에 가만히 기대주어서
나는 있잖아 정말 빈틈없이 행복해
너를 따라서 시간은 흐르고 멈춰
물끄러미 너를 들여다 보곤 해
그것 말고는 아무것도 할 수 없어서
너의 모든 순간 그게
나였으면 좋겠다
생각만 해도 가슴이 차올라
나는 온통 너로
보고 있으면 왠지 꿈처럼 아득한 것
몇 광년 동안 날 향해 날아온 별빛
또 지금의 너
거기 있어줘서 그게 너라서
가끔 나에게 조용하게 안겨주어서
나는 있잖아 정말 남김없이 고마워
너를 따라서 시간은 흐르고 멈춰
물끄러미 너를 들여다보곤 해
너를 보는 게 나에게는 사랑이니까
너의 모든 순간 그게
나였으면 좋겠다
생각만 해도 가슴이 차올라
나는 온통 너로
니 모든 순간 나였으면",도민준과 천송이의 애틋한 사랑이야기를 감미롭고 아름다운 멜로디에 담고 있다.,한눈에 사랑을 알아버린 두 사람의 애틋한 이야기를 아름다운 멜로디에 담았다. 사랑에 빠져버린 마음이 노래 한가운데에 담겨져 있다.
너를 너를 너를,플라이 투 더 스카이,CONTINUUM,"모든걸 주고도 한없이 모자랄 만큼
나의 목숨보다 소중한 그런 너를
너를 너를 너를 널
보내야 하는 오늘이 태어나 처음
두려워
참 바보같아 난 너와나 죽는 날까지
함께 할거라 믿었나봐 그런 너를
너를 너를 너를 널 잃곤 나
혼자서 어떡해 아무것도 해낼
자신이 없어
나의 사랑이 아직 어려서 편하게
너를 보내지 못하나봐
어린애처럼 소리쳐 울며 보채야만
내게 돌아 올수 있겠니
내 가슴속을 다 뒤집어 보여 준다면
까맣게 타 버린 내맘은 아직 너를
너를 너를 너를 널 사랑해
잡을수 있다면 남자답지 못해도
상관없어
나의 사랑이 아직 어려서 편하게
너를 보내지 못하나봐
어린애처럼 소리쳐 울며 보채야만
내게 돌아 올수 있겠니
이렇게 가슴이 무너질 듯이 울려도
갈라진 사랑을 깨물고 이제 보내줄게
나의 사랑이 아직 어려서 편하게
너를 보내지 못하나봐
어른이 돼도 자라지 못한 내 사랑은
네가 없인 단 하루도 살 수가 없어
나의 사랑이 아직 어려서 편하게
너를 보내지 못하나봐
어른이 돼도 자라지 못한 내 사랑은
네가 없인 단 하루도 살 수가 없어
나는 단 하루도 살 수가 없어",호소력 짙은 발라드에 더욱 업그레이드 된 보컬 하모니와 웅장한 스케일을 결합한 곡으로 헤어진 연인을 보내지 못하는 애절한 가사가 돋보이는 곡이다.,사랑하는 이를 놓아주기 어려운 마음을 솔직하게 표현한 애절한 발라드. 이별의 아픔과 소중한 사랑을 다시 만나고픈 간절한 마음이 노래 속에 담겨 있습니다.
신촌을 못가,포스트맨 (POSTMEN),신촌을 못가,"신촌을 못가 한번을 못가
혹시 너와 마주칠까 봐
널 보면 눈물이 터질까 봐
친구들 한잔 하자고 또 꼬시며
불러대도 난 안가
아니 죽어도 못가
자주 갔었던 좋아했었던
사거리 그 포장마차가 그립다
니가 너무 그립다
새빨개진 그 얼굴로
날 사랑한다 했었던
그곳엘 내가 어떻게 가니
오늘 그 거리가 그리워 운다 또 운다
아직 많이 보고 싶나 봐
너도 어디선가 나처럼 울까 또 울까
그런 너를 마주칠까 신촌을 못가
데려다주던 아쉬워하던
막차 버스 안에서
우리 좋았지 우리 너무 좋았지
뒷자리 창가에 앉아
호 입김 불며 그리던 니 이름
그리고 널 사랑해 그걸 어떻게 잊니
오늘 그 거리가 그리워 운다 또 운다
아직 많이 보고 싶나 봐
너도 어디선가 나처럼 울까 또 울까
그런 너를 마주칠까 신촌을 못가
우리 둘만 있어도 좋았잖아
종일 땀이 찼던
두 손 뜨겁던 입맞춤도
다 거기 있잖아 다 살아 있잖아
오늘 이 노래를 부른다
Good bye and Good bye
이젠 너를 놓아 줄까 봐
마지막으로 널 부른다
사랑해 널 사랑해
너를 만난 그 곳은 참 행복했었다","아날로그 감성이 물씬 풍기는 사운드가 특징인 애절한 발라드 곡이다. 옛사랑의 추억이 살아있는 거리를 가지 못하는 답답한 심정을 거짓없이 표현하였으며, 포스트맨의 폭발적인 가창력은 많은 대중의 마음을 울리려고 하고 있다.",신촌을 못 가는 이유와 그리움을 담은 애절한 발라드. 옛 사랑의 추억이 살아있는 거리를 돌아볼 수 없어하는 아픔을 솔직하게 표현한 곡. 마지막으로 사랑을 전하며 이별을 준비하는 마음을 담고 있다.
예뻐졌다 (Feat. 지코 Of Block B),박보람,예뻐졌다,"나 예뻐졌대 다 그래 모두 놀래
못 알아보겠대 Oh My God
어디했어 뭐했어 모르는 소리 No
말도 안돼 No No Way
바나나 한 개 계란 두 개
정말 피곤해 남들처럼 예뻐지는게
넌 모를거야 죽었다 깨어나도 넌
머리부터 발 끝까지
너무 너무해
신경쓸게 한 둘이 아냐
나도 너처럼 사랑받길 원했어
그래서 더 독하게
예뻐졌다 매일 듣고싶었던 말
정말 한번도 듣지 못했던 말
달라 모든게 달라졌어
Doo Roo Roo Roo
예뻐졌다
니가 보는게 전부가 아냐
전에 니가알던 내가 아냐
잘가요 My Love
짧은 치마 스키니 상관없어
이젠 입을수있어 I'm Good
당당하게 남들 Oh 눈치따윈 안볼래
하루종일 난 거울만 보네
좋아 매일매일 달라진 내 모습
어제 나보다 오늘 내가 더 예뻐
주문을 또 걸어봐
예뻐졌다 매일 듣고싶었던 말
정말 한번도 듣지못했던 말
달라 모든게 달라졌어
Doo Roo Roo Roo
예뻐졌다
니가 보는게 전부가 아냐
전에 니가알던 내가 아냐
잘가요 My Love
I'm Beautiful Beautiful beautiful
누구도 부럽지 않아
이젠 나를 봐줘
나를 더 사랑할래 Woo Woo
Long Time No See
이게 얼마만이야
오빠가 좀 뜸했었지
목소리 아니었음 몰라 볼 뻔했어
이미 훌륭했지만
이렇게 여신이 될 줄이야
무리한 보람있네
너무 비인간적인건 아닌지
아무튼 당분간 좀 골치아프겠다
Say Holla to Your Fans
예뻐졌다 매일 듣고싶었던 말
정말 한번도 듣지 못했던 말
달라 모든게 달라졌어
Doo Roo Roo Roo
예뻐졌다
니가 보는게 전부가 아냐
전에 니가알던 내가 아냐
잘가요 My Love",힙합 리듬이 결합된 미디움 템포의 곡으로 한 번 들으면 누구나 따라 할 수 있는 쉬운 멜로디에 전반적으로 깔리는 복고풍 피아노가 인상적인 곡.,"""자신감 넘치는 여성의 변신을 노래한 곡. 예쁘다는 말을 듣고 싶었지만 듣지 못한 새로운 모습. 전반적으로 깔린 복고풍 피아노와 힙합 리듬이 돋보이는 중템포 곡."""
Touch My Body,씨스타,TOUCH N MOVE,"Touch my body Body
Touch my body Body
Touch my body Body
Touch my body
I know you want it
넌 내 곁으로 와
내가 준비한 wine 달콤한
chocolate chocolate
좀 부드럽고 때론 뜨거워지는
너만을 위한 my pool
na na na na na na
빨개진 너의 두 눈에
비친 내 모습
운전은 니가 해 그저
내 두 손은 하늘위로
Yeh baby dancing with me
you're my star
Touch my body
우린 조금씩 빠르게
Oh everybody
푸른 하늘 보다 높이
지금 이 리듬이 좋아
뜨거운 태양아래 너와나
My body body Touch ma body
Baby so good
지금 기분은 paradise
Baby so nice
우리 둘만의
summer night
조금씩 one step two step
달빛 아래 너와나
My body body Touch ma body
Touch my body Body
Touch my body Body
Touch my body Body
Touch my body
하나 둘씩 밝혀지는
니 맘 속안에 촛불
힘이 들 땐 조금 쉬었다가요
여기 red pool
내 입술이 좋아 아님
내 body가 좋아
솔직히 말해 여기 여기
여기 아님 저기 저기 저기
나밖에 없다고 지금 내게 말해줘
부끄럽게 자꾸 보지 말고
계속 날 안아줘
날 사랑한다 말해줘
Touch my body
우린 조금씩 빠르게
Oh everybody
푸른 하늘 보다 높이
지금 이 리듬이 좋아
뜨거운 태양아래 너와나
My body body Touch ma body
Baby so good
지금 기분은 paradise
Baby so nice
우리 둘만의
summer night
조금씩 one step two step
달빛 아래 너와나
My body body Touch ma body
Touch ma body My body My body
My body My body
너와 함께 있는 지금 Tonight
둘이 함께 보는 저 별들
어느 누구보다 행복해
너와 함께 있는 지금 Tonight
둘이 함께 보는 저 별들
어느 누구보다 행복해
Touch ma body",누구나 따라 부를 수 있는 쉬운 멜로디에 도입부부터 나오는 색소폰이 인상적인 힙합 댄스곡.,선명한 색소폰 소리와 중독적인 멜로디가 돋보이는 힙합 댄스곡. 사랑하는 이와 함께한 여름밤을 달콤하게 노래한 노래.
공허해,WINNER,2014 S/S,"거울 속에 내 모습은
텅 빈 것처럼 공허해
혼자 길을 걸어봐도
텅 빈 거리 너무 공허해
Da ra dat dat dat dat dat dat
Baby don't worry
너란 꿈에서 깬
현실의 아침은 공허해
아침을 맞이 하면서 다시 자각해
날 깨워주는 건 네가 아닌 알람벨
빌어먹을 침대는 왜 이리 넓적해
허허벌판 같은 맘에
시린 바람만 부네
나는 빈 껍데기 너 없인 겁쟁이
주위 사람들의 동정의 눈빛이
날 죽게 만들어
No what a day
하루 시작 하기 전에 무심코 본
거울 속에 내 모습은
텅 빈 것처럼 공허해
미소가 없어 표정엔
혼자 길을 걸어봐도
텅 빈 거린 너무 공허해
내 마음처럼 조용해
Da ra dat dat dat dat dat dat
Baby don't worry
Da dat dat dat da ra
너란 꿈에서 깬
현실의 아침은 공허해
내 마음이 너무 공허해
끝이 났네요 나의 그대여
어디 있나요 이제 우린
추억이 됐죠 행복 했어요
날 잊지 말아요 또 다시 만나요
좋았던 날들과 슬펐던 날들
힘들었던 날들과
행복했던 날들
이젠 지나 가버린 시간 속에
추억이 되어 과거에 머물러 있는
그대와 나는 over
현실로 돌아온 것 같아
삶의 이유가 사라져
머리가 복잡해
아침에 눈을 뜨면
가슴이 텅 빈 것 같이
공허함을 느껴
너를 만나기 전과 똑같아
거울 속에 내 모습은
텅 빈 것처럼 공허해
미소가 없어 표정엔
혼자 길을 걸어봐도
텅 빈 거린 너무 공허해
내 맘처럼 조용해
Da ra dat dat dat dat dat dat
Baby don't worry
Da dat dat dat da ra
너란 꿈에서 깬
현실의 아침은 공허해
내 마음이 너무 공허해
끝이 났네요 나의 그대여
어디 있나요 이제 우린
추억이 됐죠 행복 했어요
날 잊지 말아요 또 다시 만나요
아직 아른거려요
눈을 감으면 점점
무뎌 지겠죠 시간이 지나면
후회하지는 않아요
좀 아쉬울 뿐이죠
보고 싶지는 않아요
그대가 그리울 뿐이죠
예전 같지 않은
내 모습이 점점 두려워
미소가 없어 표정엔
약해져만 가는
내 자신을 보기가 무서워
내 마음처럼 조용해
네가 없는 내 주위는
공기 조차 무거워
Da ra da ra ra ra ra dat
너란 꿈에서 깬
현실의 아침이
끝이 났네요
끝이 났네요
나의 그대여 어디 있나요
어디 있나요
이제 우린
추억이 됐죠 행복했어요
행복했어요
잊지 말아요
잊지 말아요
다시 만나요","서정적인 기타 리프와 캐치한 후렴, 후크가 독창적이며 서정적인 기타 리프를 주축으로 독특한 보컬 이펙트가 인상적이다. 이별 후의 공허함을 몽환적으로 풀어낸 랩/힙합 곡이다.","이별 후의 공허함을 몽환적으로 풀어낸 랩/힙합 곡. 서정적인 기타 리프와 독창적인 후렴구가 돋보이며, 보컬 이펙트가 감각적으로 표현된 곡."
